award,date,with,amount,tag
Synergistic Discovery and Design,9/1/17,DARPA,2000000,grant
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
